package name,file,class,type,cbo,rfc,lcc,publicMethodsQty,privateMethodsQty,abstractMethodsQty,comparisonsQty,parenthesizedExpsQty,maxNestedBlocksQty,publicFieldsQty,uniqueWordsQty,modifiers,loc,dit,lcom,fanin,is_FC
pl.allegro.tech.build.axion.release.infrastructure.output,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\infrastructure\output\GradleReleaseLoggerFactory.java,pl.allegro.tech.build.axion.release.infrastructure.output.GradleReleaseLoggerFactory,class,8,18,0.5,76,0,76,0,0,0,0,41,11,458,0,0,1,0
pl.allegro.tech.build.axion.release.util,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\util\FileLoader.java,pl.allegro.tech.build.axion.release.util.FileLoader,class,2,8,0,4,1,5,1,4,2,1,37,26,50,0,-0.333333333,3,0
com.acme.servlet,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\com\acme\servlet\SimpleServlet.java,com.acme.servlet.SimpleServlet,class,3,4,NaN,0,0,1,1,0,2,0,20,1,14,0,-1,0,0
net.sourceforge.cobertura,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\Cobertura.java,net.sourceforge.cobertura.Cobertura,class,0,0,-1,0,0,0,0,0,0,1,40,1,7,0,-1,1,0
net.sourceforge.cobertura.ant,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\ant\Util.java,net.sourceforge.cobertura.ant.Util,class,87,310,0.464864367,80,30,93,45,11,24,12,1099,2087,1269,6,-0.050134172,37,0
net.sourceforge.cobertura.bugs,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\bugs\NewFeatureTwitter.java,net.sourceforge.cobertura.bugs.NewFeatureTwitter,class,14,27,1,6,0,6,0,0,2,4,187,5,89,0,-0.6,0,0
net.sourceforge.cobertura.check,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\check\PackageCoverage.java,net.sourceforge.cobertura.check.PackageCoverage,class,9,54,0.44761905,13,4,17,15,20,2,1,138,3,234,0,0.266666667,3,0
net.sourceforge.cobertura.coveragedata,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\coveragedata\SwitchDataTest.java,net.sourceforge.cobertura.coveragedata.SwitchDataTest,class,97,443,0.558242241,196,16,222,97,89,42,18,1349,2080,2651,13,-0.015072328,81,0
net.sourceforge.cobertura.instrument,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\instrument\CoberturaInstrumenterTest.java,net.sourceforge.cobertura.instrument.CoberturaInstrumenterTest,class,89,232,0.712192571,76,16,91,24,19,20,6,1332,1055,1247,1,-0.083333333,19,0
net.sourceforge.cobertura.instrument.pass1,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\instrument\pass1\DetectIgnoredCodeMethodVisitor.java,net.sourceforge.cobertura.instrument.pass1.DetectIgnoredCodeMethodVisitor,class,30,96,0.556666667,55,6,56,36,10,7,0,654,15,459,0,0.102941176,9,1
net.sourceforge.cobertura.instrument.pass2,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\instrument\pass2\BuildClassMapTouchPointListener.java,net.sourceforge.cobertura.instrument.pass2.BuildClassMapTouchPointListener,class,13,19,0.70833333,16,0,16,2,3,1,0,169,2,111,0,0.222222222,2,0
net.sourceforge.cobertura.instrument.pass3,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\instrument\pass3\TestUnitCodeProvider.java,net.sourceforge.cobertura.instrument.pass3.TestUnitCodeProvider,class,57,123,0.70277778,48,1,50,8,7,7,9,1030,1033,643,7,-0.0125,10,0
net.sourceforge.cobertura.instrument.tp,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\instrument\tp\TouchPointDescriptor.java,net.sourceforge.cobertura.instrument.tp.TouchPointDescriptor,class,13,54,0.74666668,45,2,45,14,4,7,1,509,1029,457,3,0.213333333,9,0
net.sourceforge.cobertura.javancss,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\javancss\PackageMetric.java,net.sourceforge.cobertura.javancss.PackageMetric,class,15,45,0.191725956,36,7,36,19,8,4,1,282,1029,458,3,0.633333333,4,0
net.sourceforge.cobertura.javancss.ccl,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\javancss\ccl\Util.java,net.sourceforge.cobertura.javancss.ccl.Util,class,3,39,0.0125,22,6,22,7,2,8,2,314,4,244,0,-0.592105263,5,0
net.sourceforge.cobertura.jdk,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\jdk\JDKTest.java,net.sourceforge.cobertura.jdk.JDKTest,class,14,56,1,14,0,14,0,0,0,6,159,2,144,0,0,1,0
net.sourceforge.cobertura.merge,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\merge\MergeTest.java,net.sourceforge.cobertura.merge.MergeTest,class,18,67,0.5,12,1,13,2,6,5,0,138,3,317,0,-0.333333333,2,0
net.sourceforge.cobertura.reporting,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\reporting\JUnitXMLParserErrorHandler.java,net.sourceforge.cobertura.reporting.JUnitXMLParserErrorHandler,class,47,97,0.383333333,27,10,29,33,1,8,3,544,17,510,0,-0.258653846,16,1
net.sourceforge.cobertura.reporting.html,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\reporting\html\JavaToHtmlTest.java,net.sourceforge.cobertura.reporting.html.JavaToHtmlTest,class,22,111,-0.5,5,23,6,60,48,10,14,405,1037,705,0,-0.4,6,0
net.sourceforge.cobertura.reporting.html.files,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\reporting\html\files\CopyFilesTest.java,net.sourceforge.cobertura.reporting.html.files.CopyFilesTest,class,5,17,1,4,2,4,5,2,5,2,81,1026,105,0,-0.5,4,0
net.sourceforge.cobertura.reporting.xml,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\reporting\xml\XMLReportTest.java,net.sourceforge.cobertura.reporting.xml.XMLReportTest,class,29,97,0.55555556,5,18,11,0,0,3,4,215,3,266,0,0.222222222,3,0
net.sourceforge.cobertura.scala,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\scala\BasicScalaTest.java,net.sourceforge.cobertura.scala.BasicScalaTest,class,1,1,NaN,1,0,1,0,0,0,0,6,1,5,0,-1,0,0
net.sourceforge.cobertura.test,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\test\SwitchFunctionalTest.java,net.sourceforge.cobertura.test.SwitchFunctionalTest,class,72,255,0.653333334,29,0,29,8,4,8,6,718,8,697,3,0.1,5,1
net.sourceforge.cobertura.test.util,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\test\util\WebappServer.java,net.sourceforge.cobertura.test.util.WebappServer,class,38,159,0.191558433,33,12,34,13,4,20,14,372,2,756,0,0.262237762,24,0
net.sourceforge.cobertura.thread.test,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\thread\test\ThreadedFunctionalTest.java,net.sourceforge.cobertura.thread.test.ThreadedFunctionalTest,class,29,78,0,9,4,10,0,0,3,6,266,2,208,0,0.4875,0,0
net.sourceforge.cobertura.util,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\util\StringUtilTest.java,net.sourceforge.cobertura.util.StringUtilTest,class,41,221,0.311344538,68,12,71,26,16,29,11,1154,5140,1176,0,-0.394319131,48,1
net.sourceforge.cobertura.webapp,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\webapp\FlushCoberturaServlet.java,net.sourceforge.cobertura.webapp.FlushCoberturaServlet,class,4,10,0,0,0,2,0,0,1,1,44,1,25,0,0,1,0
net.sourceforge.cobertura.webapp.test,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\webapp\test\WebAppFunctionalTest.java,net.sourceforge.cobertura.webapp.test.WebAppFunctionalTest,class,18,62,0.6545454,11,7,11,1,0,1,2,124,1,209,0,0,0,0
test.condition,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\resources\examples\functionalconditiontest\src\test\condition\Test.java,Test,class,22,28,-0.166666667,23,0,29,6,48,6,24,202,10,307,0,-0.416666667,5,1
