package name,file,class,type,cbo,rfc,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,nof,nopf,nom,nopm,loc,wmc,nc,dit,lcom,fanin,fanout,ca,ce,A,I,D,is_FC
org.jext.scripting,F:\detectionresult\project\jext-main\lib\org\jext\scripting\Logger.java,org.jext.scripting.Logger,interface,8,18,0.031746033,0.04761905,14,1,8,0,2,4,14,0,0,0,5,0,0,2,3,0,0,0,1,4,0,1,0,0,3,2,6,2,6,1,1,1,0,95,1026,0,5,0,18,12,80,21,1,1,-0.515151515,2,3,4,2,0.5,0.33,0.17,0
org.jext.scripting.dawn,F:\detectionresult\project\jext-main\lib\org\jext\scripting\dawn\Run.java,org.jext.scripting.dawn.Run$ThreadExecuter,innerclass,15,48,0.333333333,0.333333333,9,5,7,1,0,1,8,0,0,0,4,0,0,4,0,0,0,0,11,1,1,3,3,1,17,3,13,0,13,9,0,1,0,106,26,0,6,0,11,8,151,25,0,0,0.222222222,10,12,3,4,0,0.57,0.43,0
org.jext.scripting.dawn.functions,F:\detectionresult\project\jext-main\lib\org\jext\scripting\dawn\functions\YesNoFunction.java,org.jext.scripting.dawn.functions.YesNoFunction,class,56,78,0.0625,0.0625,32,0,31,0,0,1,32,0,0,0,1,0,0,1,0,0,0,0,10,0,0,5,0,1,39,4,29,1,27,3,0,1,0,327,15,0,2,0,34,32,248,37,0,0,-13.25,1,23,0,7,0,1,0,1
org.jext.scripting.python,F:\detectionresult\project\jext-main\lib\org\jext\scripting\python\Run.java,org.jext.scripting.python.Run,class,18,66,0.017857144,0.017857144,14,10,11,3,0,0,11,0,0,0,7,2,0,7,0,0,0,0,13,5,3,16,6,1,21,8,40,4,31,12,1,1,0,217,18,0,8,0,16,13,270,47,0,0,-0.222222222,12,8,2,7,0,0.78,0.22,0
org.jext.search,F:\detectionresult\project\jext-main\lib\org\jext\search\SearchResult.java,org.jext.search.SearchResult,class,61,273,0.549150657,0.694049941,71,20,48,21,0,2,50,0,1,0,45,6,6,38,0,1,3,0,49,60,40,80,6,24,92,226,305,75,215,34,2,3,0,734,9,0,62,11,76,53,1162,238,2,2,-0.30952381,15,26,2,5,0.07,0.71,0.21,0
org.jext.textarea,F:\detectionresult\project\jext-main\lib\org\jext\textarea\ScrollUp.java,org.jext.textarea.ScrollUp,class,21,96,0.111111111,0.111111111,18,0,18,0,0,0,18,0,0,0,7,5,5,2,0,0,5,0,14,5,3,13,5,14,20,22,65,27,54,16,0,0,0,207,137,0,7,5,18,18,240,46,0,0,-0.888888889,0,3,1,4,0,0.8,0.2,1
org.jext.toolbar,F:\detectionresult\project\jext-main\lib\org\jext\toolbar\JextToolBar.java,org.jext.toolbar.JextToolBar,class,15,62,0.346031757,0.3936508,17,0,15,2,0,0,16,0,0,0,7,1,0,7,0,0,0,0,10,1,3,8,1,5,9,13,29,2,25,7,1,0,0,154,3,0,7,0,18,16,185,33,0,0,0.291666667,3,9,3,4,0,0.57,0.43,0
org.jext.xinsert,F:\detectionresult\project\jext-main\lib\org\jext\xinsert\XTreeObject.java,org.jext.xinsert.XTreeObject,class,21,119,0.403809534,0.667301594,40,0,33,6,0,1,34,0,0,0,21,5,3,18,0,0,4,0,14,17,8,28,4,5,50,43,125,20,86,15,1,1,0,283,4,0,26,3,43,35,498,109,0,0,-0.121804511,8,17,2,7,0,0.78,0.22,0
org.jext.xml,F:\detectionresult\project\jext-main\lib\org\jext\xml\XPropertiesReader.java,org.jext.xml.XPropertiesReader,class,50,167,0.170436511,0.25912699,4.214285714,0.571428571,4.142857143,0.071428571,0,0,4.142857143,0,0,0,1.857142857,0,0,1.857142857,0,0,0,0,0.071428571,2.428571429,0.071428571,2.571428571,1.285714286,0.071428571,8.5,0.285714286,9.928571429,1.857142857,6.214285714,2.714285714,0,0,0,37.78571429,1,0,3.5,0,4.214285714,4.142857143,46.21428571,12.35714286,0,0,-0.261989796,1.285714286,1.428571429,2,5,0,0.71,0.29,1
org.jhotdraw.applet,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\applet\DrawApplet.java,org.jhotdraw.applet.DrawApplet,class,35,77,0.015151516,0.024621213,41,0,14,8,19,0,33,0,0,0,16,3,1,14,0,1,2,0,11,21,4,10,3,0,42,20,65,6,52,1,3,0,0,249,1,0,16,1,44,17,428,68,0,0,0.113636364,0,0,3,4,0,0.57,0.43,0
org.jhotdraw.application,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\application\DrawApplication.java,org.jhotdraw.application.DrawApplication,class,49,163,0.007836991,0.007836991,90,0,32,2,56,0,88,0,2,0,20,8,5,13,2,0,6,0,12,48,9,25,4,3,59,29,91,9,82,3,11,0,0,459,1,8,20,5,105,47,907,152,0,0,0.057142857,4,4,12,5,0,0.29,0.71,0
org.jhotdraw.contrib,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\contrib\WindowMenu.java,org.jhotdraw.contrib.WindowMenu$ChildMenuItem,innerclass,337,905,0.125957565,0.139524664,511,7,384,22,102,3,490,3,0,9,97,12,3,70,18,6,10,0,79,233,65,121,10,114,41,374,677,292,480,67,15,9,0,4052,1106,0,104,3,574,440,5245,882,7,8,-0.182203236,75,125,10,11,0.1,0.52,0.38,1
org.jhotdraw.contrib.dnd,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\contrib\dnd\JHDDropTargetListener.java,org.jhotdraw.contrib.dnd.JHDDropTargetListener$AddUndoActivity,innerclass,63,181,0.256790128,0.312233448,82,4,42,5,35,0,77,2,0,0,24,2,2,22,0,0,0,0,35,47,7,40,3,6,30,17,93,7,70,19,1,2,0,786,1049,0,27,2,91,51,907,186,0,0,0.055715045,21,33,2,3,0.2,0.6,0.2,0
org.jhotdraw.contrib.html,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\contrib\html\URLContentProducer.java,org.jhotdraw.contrib.html.URLContentProducer,class,122,274,-0.024812485,0.01146938,214,9,180,0,33,1,217,0,0,5,48,21,14,28,4,2,15,0,25,87,10,53,7,36,46,69,180,13,127,23,4,1,0,2804,2082,0,48,14,218,184,2413,288,21,42,-0.517140398,38,64,1,5,0.29,0.83,0.12,0
org.jhotdraw.contrib.zoom,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\contrib\zoom\ZoomUpdateStrategy.java,org.jhotdraw.contrib.zoom.ZoomUpdateStrategy,class,48,168,0.398429546,0.437420179,117,2,98,11,8,0,106,0,2,0,16,0,0,15,1,0,0,0,9,57,4,22,1,166,7,61,123,171,85,10,3,1,0,721,1035,0,18,0,129,110,880,183,1,1,-0.081910569,5,16,2,4,0.08,0.67,0.26,1
org.jhotdraw.figures,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\figures\UngroupCommand.java,org.jhotdraw.figures.UngroupCommand$UndoActivity,innerclass,373,788,0.103349258,0.123440047,434,12,339,23,71,1,411,1,0,0,103,29,4,90,6,3,25,0,109,221,34,111,2,78,30,232,505,169,393,56,0,10,0,2804,2178,0,116,4,494,385,4076,757,13,16,0.193812004,57,73,19,3,0.07,0.14,0.8,0
org.jhotdraw.framework,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\framework\ViewChangeListener.java,org.jhotdraw.framework.ViewChangeListener,interface,68,16,-0.00289855,-0.00289855,259,3,253,4,2,0,256,7,0,0,42,35,33,9,0,0,34,0,3,19,1,10,0,10,17,28,50,4,47,2,0,0,0,1979,26,0,42,33,259,253,1349,268,5,4,-0.724358974,136,40,20,2,0.81,0.09,0.1,1
org.jhotdraw.samples.javadraw,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\javadraw\URLTool.java,org.jhotdraw.samples.javadraw.URLTool,class,120,131,0.329771067,0.369148354,7.3,0.1,4.8,0.7,1.6,0.2,6.6,0,0,0.6,2.3,0.5,0,2.3,0,0,0.3,0,0.7,2.7,0.5,2,0.4,2.1,9.8,2.9,13.1,5.2,7.2,1.5,0.7,0,0,53,0.9,0,2.3,0,8,5.5,65.3,11.2,0,0,0.195595238,1,1.2,3,9,0,0.75,0.25,1
org.jhotdraw.samples.mini,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\mini\ConnectingFiguresSample.java,org.jhotdraw.samples.mini.ConnectingFiguresSample,class,0,1,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,1,0,0,0,2,2,37,2,0,0,-1,0,1,0,6,0,1,0,0
org.jhotdraw.samples.minimap,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\minimap\MiniMapDesktop.java,org.jhotdraw.samples.minimap.MiniMapDesktop,class,10,9,0,0,4,1,1,0,3,0,4,0,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,3,6,0,6,0,0,0,0,45,2,0,1,0,4,1,34,4,0,0,0,2,5,1,4,0,0.8,0.2,0
org.jhotdraw.samples.net,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\net\NodeFigure.java,org.jhotdraw.samples.net.NodeFigure,class,24,41,0.017857144,0.017857144,17,1,10,6,1,0,11,0,0,0,3,1,0,3,0,0,1,0,16,8,2,1,0,1,9,6,25,6,20,2,0,0,0,120,2,0,3,0,17,10,133,23,0,0,-0.392857143,2,3,1,5,0,0.83,0.17,0
org.jhotdraw.samples.nothing,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\nothing\NothingApplet.java,org.jhotdraw.samples.nothing.NothingApplet,class,27,7,0,0,4,1,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,17,16,3,0,0,0,0,97,2,0,0,0,4,2,56,4,0,0,-2,1,1,1,5,0,0.83,0.17,0
org.jhotdraw.samples.offsetConnectors,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\offsetConnectors\NodeFigure.java,org.jhotdraw.samples.offsetConnectors.NodeFigure,class,35,55,0.011904763,0.011904763,24,1,14,8,1,1,16,0,0,0,5,3,0,5,0,0,3,0,18,9,2,1,0,1,13,12,31,12,24,2,0,0,0,132,4,0,5,0,24,14,160,30,0,0,0.163461538,4,10,0,5,0,1,0,0
org.jhotdraw.samples.pert,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\pert\PertFigureCreationTool.java,org.jhotdraw.samples.pert.PertFigureCreationTool,class,49,83,0.025,0.055,43,1,32,7,4,0,36,0,0,0,10,5,0,10,0,0,5,0,13,16,7,6,0,5,22,36,70,33,53,3,0,0,0,235,5,0,10,0,43,32,323,60,0,0,0.21875,9,9,1,6,0,0.86,0.14,0
org.jhotdraw.standard,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\standard\ToolButton.java,org.jhotdraw.standard.ToolButton,class,666,1374,0.169096117,0.192786961,893,28,666,40,178,9,853,13,2,19,201,37,15,176,8,2,26,0,139,465,92,226,12,109,21,272,693,157,543,96,9,21,0,5789,13579,0,230,21,1023,771,8037,1503,47,78,-0.104565463,156,200,20,5,0.13,0.2,0.67,0
org.jhotdraw.util,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\util\VersionRequester.java,org.jhotdraw.util.VersionRequester,interface,135,552,0.262364461,0.285551658,437,48,367,31,33,6,406,8,0,12,88,18,16,54,7,11,11,0,119,267,30,75,10,191,91,191,483,286,347,57,3,2,0,2743,2105,2,91,16,447,373,3581,674,9,10,-0.14355573,141,65,21,2,0.23,0.09,0.68,1
org.jhotdraw.util.collections.jdk11,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\util\collections\jdk11\SetWrapper.java,org.jhotdraw.util.collections.jdk11.SetWrapper,class,7,46,0.55318681,0.55318681,67,0,67,0,0,0,67,0,0,0,4,0,0,4,0,0,0,0,0,52,1,2,0,0,0,2,9,0,5,1,0,0,0,120,5,0,4,0,67,67,237,68,0,0,0.008717949,5,5,1,1,0,0.5,0.5,0
org.jhotdraw.util.collections.jdk12,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\util\collections\jdk12\CollectionsFactoryJDK12.java,org.jhotdraw.util.collections.jdk12.CollectionsFactoryJDK12,class,1,0,0,0,8,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,8,8,29,8,0,0,-1,0,0,1,1,0,0.5,0.5,0
org.junit,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\TestCouldNotBeSkippedException.java,org.junit.TestCouldNotBeSkippedException,class,29,92,0.119047614,0.142857143,101,79,81,18,1,1,83,0,0,0,15,8,0,15,0,0,13,0,105,34,2,25,1,2,41,16,47,32,39,7,0,2,0,665,25,0,25,0,117,91,1034,163,0,0,-0.125,24,11,41,6,0.53,0.13,0.35,1
org.junit.experimental,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\ParallelComputer.java,org.junit.experimental.ParallelComputer,class,6,4,0.6,1,6,3,4,1,1,0,5,0,0,0,2,0,0,2,0,0,2,0,2,5,0,0,0,1,0,0,4,0,4,1,1,0,0,18,1,0,3,0,8,6,43,9,0,0,0,1,3,1,3,0,0.75,0.25,0
org.junit.experimental.categories,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\categories\IncludeCategories.java,org.junit.experimental.categories.IncludeCategories$IncludesAny,class,49,70,0.011363637,0.011363637,41,18,20,17,4,0,24,1,0,0,5,1,0,5,0,0,5,0,36,43,8,13,2,0,9,5,32,2,24,9,0,3,0,394,1105,0,9,0,67,37,503,110,4,4,-0.508035714,6,12,3,11,0.19,0.79,0.03,1
org.junit.experimental.max,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\max\MaxHistory.java,org.junit.experimental.max.MaxHistory$TestComparator,class,26,58,0.119047623,0.119047623,31,4,16,10,0,5,21,0,0,0,9,3,0,9,0,0,7,0,13,29,2,5,6,0,6,6,22,3,21,6,1,2,0,295,23,0,11,0,38,22,302,55,0,0,0.077731092,6,17,1,7,0,0.88,0.12,0
org.junit.experimental.results,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\results\ResultMatchers.java,org.junit.experimental.results.ResultMatchers,class,16,11,0.466666667,0.466666667,15,7,14,1,0,0,14,0,0,0,2,0,0,2,0,0,1,0,3,11,1,0,1,0,1,1,5,0,5,2,4,0,0,118,2,0,2,0,23,22,139,24,0,0,-0.571428571,4,8,7,4,0,0.36,0.64,0
org.junit.experimental.runners,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\runners\Enclosed.java,org.junit.experimental.runners.Enclosed,class,3,7,NaN,NaN,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,2,0,0,0,52,1,0,0,0,2,1,20,4,0,0,-1,1,2,4,2,0,0.33,0.67,0
org.junit.experimental.theories,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\Theories.java,org.junit.experimental.theories.Theories$TheoryAnchor,class,29,79,0.106031748,0.156031742,43,6,20,12,11,0,31,3,0,0,8,2,0,8,0,0,6,0,20,26,8,16,0,2,13,12,23,8,23,6,3,2,0,432,2070,0,13,0,71,35,436,113,0,0,0.320533769,16,19,10,5,0.47,0.33,0.2,1
org.junit.experimental.theories.internal,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\internal\SpecificDataPointsSupplier.java,org.junit.experimental.theories.internal.SpecificDataPointsSupplier,class,40,118,0.4925926,0.522222228,47,5,23,16,8,0,31,0,0,0,7,1,0,7,0,0,6,0,26,41,18,4,4,1,13,11,61,4,57,12,0,1,0,281,14,0,8,0,50,25,386,87,1,1,-0.147619048,10,24,4,3,0,0.45,0.57,1
org.junit.experimental.theories.suppliers,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\suppliers\TestedOnSupplier.java,org.junit.experimental.theories.suppliers.TestedOnSupplier,class,5,4,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,3,0,3,1,0,0,0,13,1,0,0,0,1,1,15,2,0,0,-1,0,2,1,1,0.5,0.5,0,0
org.junit.function,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\function\ThrowingRunnable.java,org.junit.function.ThrowingRunnable,interface,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,1,0,7,1,0,0,-1,2,0,4,0,1,0,0,0
org.junit.internal,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\Throwables.java,org.junit.internal.Throwables,class,28,101,0.161856662,0.175670996,63,21,32,21,8,2,42,1,0,1,18,9,3,15,0,0,17,0,40,42,9,26,6,4,57,11,55,18,51,15,4,1,0,616,1068,0,18,3,74,42,641,120,3,3,-0.200370946,25,12,23,12,0.08,0.34,0.58,1
org.junit.internal.builders,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\builders\SuiteMethodBuilder.java,org.junit.internal.builders.SuiteMethodBuilder,class,37,27,0.154761908,0.154761908,22,0,15,1,5,1,21,0,0,0,4,1,0,4,0,0,4,0,4,26,2,4,3,0,2,0,11,0,9,7,0,0,0,221,8,0,4,0,22,15,145,31,0,0,-0.625,8,11,5,9,0,0.64,0.36,0
org.junit.internal.management,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\management\ThreadMXBean.java,org.junit.internal.management.ThreadMXBean,interface,19,15,0,0,16,5,8,2,0,6,17,0,2,0,9,7,0,7,0,2,9,0,9,13,0,6,7,0,10,0,24,0,16,8,0,5,0,270,181,0,16,0,19,8,312,24,4,4,-0.416666667,19,16,2,1,0.17,0.33,0.5,1
org.junit.internal.matchers,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\matchers\TypeSafeMatcher.java,org.junit.internal.matchers.TypeSafeMatcher,class,23,27,0.691666675,0.691666675,23,6,12,3,8,0,20,1,1,0,4,0,0,4,0,0,3,0,4,11,2,3,0,0,8,2,7,0,5,3,0,0,0,156,1028,0,4,0,23,12,115,26,2,2,0.171428572,5,6,3,3,0.17,0.5,0.33,0
org.junit.internal.requests,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\requests\SortingRequest.java,org.junit.internal.requests.SortingRequest,class,27,15,0.666666668,0.666666668,13,0,9,0,4,0,13,1,1,0,10,0,0,10,0,0,9,0,1,10,0,3,3,0,1,0,13,0,13,6,0,2,0,108,1048,0,10,0,15,10,122,19,2,2,-0.2,3,12,2,5,0.25,0.71,0.04,1
org.junit.internal.runners,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\TestMethod.java,org.junit.internal.runners.TestMethod,class,89,183,0.203849598,0.278740667,96,4,49,24,17,6,72,0,0,0,22,2,0,22,0,0,14,0,27,65,19,19,14,3,30,15,80,8,77,22,4,1,0,564,36,0,23,0,109,58,804,175,1,1,-0.05109127,15,49,11,9,0.05,0.45,0.5,1
org.junit.internal.runners.model,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\model\ReflectiveCallable.java,org.junit.internal.runners.model.ReflectiveCallable,class,8,12,0.5,0.5,12,0,10,1,1,0,11,1,0,0,3,1,0,3,0,0,3,0,0,1,1,0,1,0,0,1,3,0,3,2,0,0,0,76,1027,0,3,0,12,10,69,14,0,0,-0.333333333,2,4,2,4,0.33,0.67,0,0
org.junit.internal.runners.rules,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\rules\ValidationError.java,org.junit.internal.runners.rules.ValidationError,class,54,39,0.5,0.5,23,5,10,8,0,5,15,0,0,0,11,5,4,7,0,0,10,0,14,9,2,1,0,2,10,1,17,0,15,10,0,10,0,306,219,0,14,4,37,18,316,57,8,8,-0.689393939,19,31,2,3,0.08,0.6,0.32,0
org.junit.internal.runners.statements,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\statements\RunBefores.java,org.junit.internal.runners.statements.RunBefores,class,24,51,0.666666675,0.75,28,1,18,8,2,0,20,0,0,0,19,0,0,19,0,0,16,0,8,21,4,8,10,1,10,14,48,4,41,11,0,2,0,324,17,0,23,0,34,23,404,56,0,0,0.15625,6,15,4,6,0,0.6,0.4,1
org.junit.matchers,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\matchers\JUnitMatchers.java,org.junit.matchers.JUnitMatchers,class,5,9,0,0,10,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,10,10,74,10,0,0,-1,0,1,1,3,0.5,0.75,0.25,0
org.junit.rules,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\rules\Verifier.java,org.junit.rules.Verifier,class,92,112,0.269386169,0.283746502,126,12,63,24,32,7,102,0,4,0,27,3,0,27,0,0,15,0,26,70,6,10,10,0,39,11,71,11,54,15,6,5,0,1677,3117,0,33,0,151,78,1195,186,13,17,-0.214512858,23,54,14,15,0.03,0.52,0.42,0
org.junit.runner,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runner\Runner.java,org.junit.runner.Runner,class,77,125,0.142667724,0.228275346,106,28,83,13,1,9,93,3,0,0,32,8,2,30,0,0,30,0,43,88,6,13,7,4,36,20,79,9,61,13,3,4,0,1034,2111,0,40,2,121,96,1003,144,1,1,-0.453244446,109,50,41,16,0.19,0.28,0.53,0
org.junit.runner.manipulation,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runner\manipulation\Sorter.java,org.junit.runner.manipulation.Sorter,class,33,21,-0.08095238,-0.08095238,31,5,20,2,2,7,29,3,1,0,9,6,2,7,0,0,9,0,5,17,0,8,1,1,10,2,21,2,21,4,6,2,0,530,2100,0,10,2,46,31,394,66,4,4,0.002136752,39,24,11,1,0.37,0.08,0.55,1
org.junit.runner.notification,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runner\notification\SynchronizedRunListener.java,org.junit.runner.notification.SynchronizedRunListener,class,25,33,0.076312578,0.100122103,49,0,42,1,1,5,48,1,0,0,9,2,0,9,0,0,8,0,3,13,1,4,1,1,5,3,14,2,13,4,9,1,0,541,1046,0,10,0,62,42,438,73,1,1,-0.136904762,38,20,23,6,0.12,0.21,0.68,0
org.junit.runners,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runners\Suite.java,org.junit.runners.Suite,class,123,226,0.213809524,0.228095239,107,6,23,32,49,3,75,3,3,0,28,7,0,20,0,8,25,0,31,69,21,26,13,6,18,13,120,6,96,18,8,5,0,1173,1094,0,43,0,135,36,1231,208,4,6,-0.063107543,14,60,35,14,0.22,0.29,0.49,0
org.junit.runners.model,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runners\model\TestTimedOutException.java,org.junit.runners.model.TestTimedOutException,class,42,165,0.433633333,0.478954966,106,8,73,14,5,14,92,8,0,0,18,6,0,18,0,0,18,0,33,80,22,23,6,4,28,19,51,8,49,16,3,2,0,876,3105,0,18,0,111,77,824,171,5,7,-0.345684524,110,20,27,9,0.14,0.25,0.61,1
org.junit.runners.parameterized,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runners\parameterized\TestWithParameters.java,org.junit.runners.parameterized.TestWithParameters,class,35,60,0.223214289,0.258928572,28,0,10,7,8,3,21,0,0,0,5,0,0,5,0,0,5,0,4,24,4,9,1,1,28,11,32,18,28,4,0,3,0,236,8,0,5,0,32,10,232,49,1,1,-0.622807018,9,15,2,9,0.12,0.82,0.06,0
org.junit.validator,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\validator\TestClassValidator.java,org.junit.validator.TestClassValidator,class,32,27,0.2,0.2,17,0,7,1,0,9,16,2,0,0,5,5,0,5,0,0,5,0,5,16,3,2,1,0,3,0,17,2,17,5,0,4,0,274,2109,0,6,0,27,8,213,36,5,5,-0.333333333,9,22,4,7,0.28,0.64,0.08,0
org.quickserver.net.client,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\client\HttpHost.java,org.quickserver.net.client.HttpHost,class,17,162,0.151126364,0.252248355,149,12,142,7,0,0,143,0,0,0,66,22,7,59,0,0,15,0,29,77,5,61,11,1,71,49,167,18,117,14,0,0,0,415,8,18,66,7,149,142,1022,235,3,4,0.083694728,43,8,6,1,0.1,0.14,0.76,1
org.quickserver.net.client.loaddistribution,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\client\loaddistribution\LoadPattern.java,org.quickserver.net.client.loaddistribution.LoadPattern,interface,28,55,0.466666678,0.611111117,24,0,24,0,0,0,24,0,0,0,13,4,0,13,0,0,5,0,4,19,0,22,0,0,10,6,32,2,28,16,0,0,0,148,6,8,13,0,24,24,213,48,0,0,0,2,17,2,1,0.5,0.33,0.17,0
org.quickserver.net.client.monitoring.impl,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\client\monitoring\impl\UDPMonitor.java,org.quickserver.net.client.monitoring.impl.UDPMonitor,class,27,146,0.234969477,0.271892553,42,13,42,0,0,0,43,0,0,0,21,9,0,20,0,1,6,0,23,31,5,49,10,1,39,10,98,14,66,21,2,0,0,271,7,29,21,0,44,44,588,101,0,0,-0.233908948,7,19,1,2,0,0.67,0.33,0
org.quickserver.net.client.pool,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\client\pool\PooledBlockingClient.java,org.quickserver.net.client.pool.PooledBlockingClient,class,23,129,0.117405583,0.41587302,67,1,57,8,2,0,59,0,0,0,24,2,0,24,0,0,2,0,17,50,13,50,23,1,64,32,151,18,95,10,4,0,0,252,3,42,24,0,79,69,866,177,0,0,-0.25170068,3,16,0,5,0.14,1,0.14,0
org.quickserver.net.qsadmin,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\qsadmin\Data.java,org.quickserver.net.qsadmin.Data,class,30,150,0.4,0.4,15,2,13,1,1,0,14,0,0,0,8,2,0,7,0,1,0,0,48,58,5,49,15,0,357,144,98,89,81,15,0,0,0,430,4,7,8,0,15,13,941,183,0,0,-0.375,5,13,3,7,0.12,0.7,0.18,1
org.quickserver.net.qsadmin.gui,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\qsadmin\gui\SplashScreen.java,org.quickserver.net.qsadmin.gui.SplashScreen,class,59,330,0.263296421,0.449880271,139,8,129,10,0,0,130,0,1,3,136,10,6,126,2,2,4,0,56,72,9,105,16,2,351,243,498,95,233,26,22,3,0,1054,17,26,143,6,165,155,1936,328,0,0,-0.111346386,43,54,0,5,0.02,1,0.02,0
