package name,file,class,type,cbo,lcc,staticMethodsQty,nosi,returnQty,numbersQty,uniqueWordsQty,modifiers,nopm,fanin,fanout,ca,A,I,D,is_UD
org.apache.log4j.pattern,F:\detectionresult\project\log4j-trunk\src\main\java\org\apache\log4j\rewrite\RewriteAppender.java,org.apache.log4j.rewrite.RewriteAppender,class,157,0.392088175,33,128,113,102,2860,4368,165,43,95,2,0.11,0.67,0.23,0
org.apache.log4j.rewrite,F:\detectionresult\project\log4j-trunk\src\main\java\org\apache\log4j\spi\Configurator.java,org.apache.log4j.spi.Configurator,interface,13,0.07954545,0,9,4,14,376,5,18,3,8,0,0.2,1,0.2,0
org.apache.log4j.spi,F:\detectionresult\project\log4j-trunk\src\main\java\org\apache\log4j\varia\DenyAllFilter.java,org.apache.log4j.varia.DenyAllFilter,class,75,0.216236244,2,37,69,41,1684,1110,149,158,53,12,0.58,0.2,0.22,1
org.apache.log4j.varia,F:\detectionresult\project\log4j-trunk\src\main\java\org\apache\log4j\WriterAppender.java,org.apache.log4j.WriterAppender,class,44,0.545670997,5,37,35,12,889,9,58,7,33,0,0,1,0,0
org.apache.log4j.xml,F:\detectionresult\project\log4j-trunk\src\main\java\org\apache\log4j\xml\XMLLayout.java,org.apache.log4j.xml.XMLLayout,class,51,0.267972358,11,112,25,18,634,7,36,13,30,2,0.17,0.78,0.06,0
org.apache.log4j.xml.examples,F:\detectionresult\project\log4j-trunk\src\main\javadoc\org\apache\log4j\xml\examples\XMLSample.java,XMLSample,class,7,0,8,6,0,8,102,2,2,2,6,12,0.1,0.29,0.61,0
org.apache.log4j.performance,F:\detectionresult\project\log4j-trunk\src\performance\java\org\apache\log4j\performance\SystemTime.java,org.apache.log4j.performance.SystemTime,class,10,0.305555557,9,20,7,37,347,13,16,5,7,1,0.2,0,0.2,1
junit.extensions,F:\detectionresult\project\junit4-r4.13.1\src\main\java\junit\extensions,junit.extensions.TestSetup,class,15,0.31845239,0,0,6,3,143,4,21,1,9,3,0.14,0.25,0.61,0
junit.framework,F:\detectionresult\project\junit4-r4.13.1\src\main\java\junit\framework\TestSuite.java,junit.framework.TestSuite,class,61,0.297652244,81,128,80,28,911,1038,166,59,44,24,0.28,0.17,0.55,0
junit.runner,F:\detectionresult\project\junit4-r4.13.1\src\main\java\junit\runner\Version.java,junit.runner.Version,class,7,0.002645503,15,23,29,13,228,1027,20,6,6,3,0.75,0.4,0.15,0
junit.textui,F:\detectionresult\project\junit4-r4.13.1\src\main\java\junit\textui\TestRunner.java,junit.textui.TestRunner,class,15,0.026552288,4,11,11,14,192,2,21,2,12,8,0.33,0.2,0.42,0
org.junit,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\TestCouldNotBeSkippedException.java,org.junit.TestCouldNotBeSkippedException,class,29,0.142857143,79,105,34,16,665,25,91,24,11,41,0.53,0.13,0.35,1
org.junit.experimental,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\ParallelComputer.java,org.junit.experimental.ParallelComputer,class,6,1,3,2,5,0,18,1,6,1,3,1,0,0.75,0.25,0
org.junit.experimental.categories,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\categories\IncludeCategories.java,org.junit.experimental.categories.IncludeCategories$IncludesAny,class,49,0.011363637,18,36,43,5,394,1105,37,6,12,3,0.19,0.79,0.03,0
org.junit.experimental.max,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\max\MaxHistory.java,org.junit.experimental.max.MaxHistory$TestComparator,class,26,0.119047623,4,13,29,6,295,23,22,6,17,1,0,0.88,0.12,0
org.junit.experimental.results,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\results\ResultMatchers.java,org.junit.experimental.results.ResultMatchers,class,16,0.466666667,7,3,11,1,118,2,22,4,8,7,0,0.36,0.64,0
org.junit.experimental.runners,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\runners\Enclosed.java,org.junit.experimental.runners.Enclosed,class,3,NaN,1,2,1,0,52,1,1,1,2,4,0,0.33,0.67,0
org.junit.experimental.theories,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\Theories.java,org.junit.experimental.theories.Theories$TheoryAnchor,class,29,0.156031742,6,20,26,12,432,2070,35,16,19,10,0.47,0.33,0.2,1
org.junit.experimental.theories.internal,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\internal\SpecificDataPointsSupplier.java,org.junit.experimental.theories.internal.SpecificDataPointsSupplier,class,40,0.522222228,5,26,41,11,281,14,25,10,24,4,0,0.45,0.57,0
org.junit.experimental.theories.suppliers,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\suppliers\TestedOnSupplier.java,org.junit.experimental.theories.suppliers.TestedOnSupplier,class,5,NaN,0,1,1,0,13,1,1,0,2,1,0.5,0.5,0,0
org.junit.function,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\function\ThrowingRunnable.java,org.junit.function.ThrowingRunnable,interface,0,NaN,0,0,0,0,31,1,0,2,0,4,1,0,0,0
org.junit.internal,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\Throwables.java,org.junit.internal.Throwables,class,28,0.175670996,21,40,42,11,616,1068,42,25,12,23,0.08,0.34,0.58,0
org.junit.internal.builders,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\builders\SuiteMethodBuilder.java,org.junit.internal.builders.SuiteMethodBuilder,class,37,0.154761908,0,4,26,0,221,8,15,8,11,5,0,0.64,0.36,0
org.junit.internal.management,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\management\ThreadMXBean.java,org.junit.internal.management.ThreadMXBean,interface,19,0,5,9,13,0,270,181,8,19,16,2,0.17,0.33,0.5,0
org.junit.internal.matchers,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\matchers\TypeSafeMatcher.java,org.junit.internal.matchers.TypeSafeMatcher,class,23,0.691666675,6,4,11,2,156,1028,12,5,6,3,0.17,0.5,0.33,0
org.junit.internal.requests,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\requests\SortingRequest.java,org.junit.internal.requests.SortingRequest,class,27,0.666666668,0,1,10,0,108,1048,10,3,12,2,0.25,0.71,0.04,0
org.junit.internal.runners,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\TestMethod.java,org.junit.internal.runners.TestMethod,class,89,0.278740667,4,27,65,15,564,36,58,15,49,11,0.05,0.45,0.5,0
org.junit.internal.runners.model,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\model\ReflectiveCallable.java,org.junit.internal.runners.model.ReflectiveCallable,class,8,0.5,0,0,1,1,76,1027,10,2,4,2,0.33,0.67,0,0
org.junit.internal.runners.rules,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\rules\ValidationError.java,org.junit.internal.runners.rules.ValidationError,class,54,0.5,5,14,9,1,306,219,18,19,31,2,0.08,0.6,0.32,0
org.junit.internal.runners.statements,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\statements\RunBefores.java,org.junit.internal.runners.statements.RunBefores,class,24,0.75,1,8,21,14,324,17,23,6,15,4,0,0.6,0.4,0
org.junit.matchers,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\matchers\JUnitMatchers.java,org.junit.matchers.JUnitMatchers,class,5,0,10,2,10,0,78,1,10,0,1,1,0.5,0.75,0.25,0
org.junit.rules,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\rules\Verifier.java,org.junit.rules.Verifier,class,92,0.283746502,12,26,70,11,1677,3117,78,23,54,14,0.03,0.52,0.42,1
org.junit.runner,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runner\Runner.java,org.junit.runner.Runner,class,77,0.228275346,28,43,88,20,1034,2111,96,109,50,41,0.19,0.28,0.53,1
org.junit.runner.manipulation,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runner\manipulation\Sorter.java,org.junit.runner.manipulation.Sorter,class,33,-0.08095238,5,5,17,2,530,2100,31,39,24,11,0.37,0.08,0.55,1
org.junit.runner.notification,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runner\notification\SynchronizedRunListener.java,org.junit.runner.notification.SynchronizedRunListener,class,25,0.100122103,0,3,13,3,541,1046,42,38,20,23,0.12,0.21,0.68,1
org.junit.runners,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runners\Suite.java,org.junit.runners.Suite,class,123,0.228095239,6,31,69,13,1173,1094,36,14,60,35,0.22,0.29,0.49,0
org.junit.runners.model,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runners\model\TestTimedOutException.java,org.junit.runners.model.TestTimedOutException,class,42,0.478954966,8,33,80,19,876,3105,77,110,20,27,0.14,0.25,0.61,1
org.junit.runners.parameterized,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runners\parameterized\TestWithParameters.java,org.junit.runners.parameterized.TestWithParameters,class,35,0.258928572,0,4,24,11,236,8,10,9,15,2,0.12,0.82,0.06,0
org.junit.validator,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\validator\TestClassValidator.java,org.junit.validator.TestClassValidator,class,32,0.2,0,5,16,0,274,2109,8,9,22,4,0.28,0.64,0.08,0
com.jgraph,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\JGraphpadDemo.java,com.jgraph.JGraphpadDemo$JGraphpadDemoFileAction,innerclass,97,0.063855014,8,46,37,24,799,22,53,98,78,17,0,0.29,0.71,1
com.jgraph.browserplugin,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\browserplugin\JGraphpadBrowserPlugin.java,com.jgraph.browserplugin.JGraphpadBrowserPlugin,class,17,0.083333335,7,29,31,24,561,12,9,3,11,0,0,1,0,0
com.jgraph.bshplugin,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\bshplugin\JGraphpadBshPlugin.java,com.jgraph.bshplugin.JGraphpadBshPlugin$ExtendedBottomTabFactoryMethod,innerclass,17,1,0,1,3,0,145,19,9,3,14,0,0,1,0,0
com.jgraph.codecplugin,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\codecplugin\JGraphpadGXLCodec.java,com.jgraph.codecplugin.JGraphpadGXLCodec,class,49,0.2575,32,112,41,65,558,13,18,12,24,2,0,0.75,0.25,0
com.jgraph.editor,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\editor\JGraphEditorTool.java,com.jgraph.editor.JGraphEditorTool,class,54,0.228719973,29,64,111,41,1393,1040,143,145,29,18,0.43,0.25,0.35,1
com.jgraph.editor.factory,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\editor\factory\JGraphEditorToolbox.java,com.jgraph.editor.factory.JGraphEditorToolbox$MarqueeRedirector,innerclass,80,0.284776754,5,37,58,213,1463,1112,147,61,27,6,0.06,0.4,0.54,1
com.jgraph.epsplugin,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\epsplugin\JGraphpadEPSPlugin.java,com.jgraph.epsplugin.JGraphpadEPSPlugin,class,21,0.333333333,0,12,1,6,189,11,10,4,14,0,0,1,0,0
com.jgraph.jgxplugin,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\jgxplugin\JGraphpadJGXPlugin.java,com.jgraph.jgxplugin.JGraphpadJGXPlugin,class,39,0.569590645,1,49,49,42,408,30,64,5,23,0,0,1,0,0
com.jgraph.l2fplugin,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\l2fplugin\JGraphpadL2FPropertySheet.java,com.jgraph.l2fplugin.JGraphpadL2FPropertySheet$FactoryMethod,innerclass,42,0.285714286,0,11,10,4,360,31,23,10,32,0,0,1,0,0
com.jgraph.layoutplugin,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\layoutplugin\JGraphpadLayoutPlugin.java,com.jgraph.layoutplugin.JGraphpadLayoutPlugin$ExtendedBottomTabFactoryMethod,innerclass,62,0.662301589,0,36,14,83,592,40,37,14,37,0,0,1,0,0
com.jgraph.pad,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\pad\JGraphpadLibrary.java,com.jgraph.pad.JGraphpadLibrary,class,3,0.22893218,0,0,12,0,187,3,28,9,2,2,0,0.5,0.5,0
com.jgraph.pad.action,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\pad\action\JGraphpadViewAction.java,com.jgraph.pad.action.JGraphpadViewAction$AllActions,innerclass,121,0.511697778,12,180,27,99,1926,60,57,28,77,9,0,0.5,0.5,0
com.jgraph.pad.dialog,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\pad\dialog\JGraphpadHeaderPanel.java,com.jgraph.pad.dialog.JGraphpadHeaderPanel,class,24,0.040554971,1,50,27,75,547,33,52,18,18,5,0,0.38,0.62,1
com.jgraph.pad.factory,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\pad\factory\JGraphpadWindowMenu.java,com.jgraph.pad.factory.JGraphpadWindowMenu$FactoryMethod,innerclass,138,0.43739755,3,69,44,123,1677,117,200,68,114,5,0,0.64,0.36,0
com.jgraph.pad.graph,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\pad\graph\JGraphpadVertexView.java,com.jgraph.pad.graph.JGraphpadVertexView,class,115,0.246906132,20,65,124,215,2128,27,138,73,42,0,0,1,0,0
com.jgraph.pad.tool,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\pad\tool\JGraphpadVertexTool.java,com.jgraph.pad.tool.JGraphpadVertexTool,class,17,0.40000808,0,3,11,23,341,2,21,2,0,1,0,0.67,0.33,0
com.jgraph.pad.util,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\pad\util\JGraphpadTreeModelAdapter.java,com.jgraph.pad.util.JGraphpadTreeModelAdapter,class,43,0.330498159,6,23,63,231,1165,2118,138,47,19,4,0.12,0.56,0.33,1
com.jgraph.pdfplugin,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\pdfplugin\JGraphpadPDFPlugin.java,com.jgraph.pdfplugin.JGraphpadPDFPlugin,class,23,0.333333333,0,12,1,14,195,11,10,4,14,0,0,1,0,0
com.jgraph.svgplugin,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\svgplugin\JGraphpadSVGServer.java,com.jgraph.svgplugin.JGraphpadSVGServer$HTTPSession,innerclass,42,0.59444445,1,38,14,29,584,15,32,9,25,0,0,1,0,0
com.jgraph.twikiplugin,F:\detectionresult\project\jgraphpad-master\src\com\jgraph\twikiplugin\JGraphpadTWikiPlugin.java,com.jgraph.twikiplugin.JGraphpadTWikiPlugin,class,24,0.111111113,0,12,1,9,234,11,9,4,17,0,0,1,0,0
org.jext,F:\detectionresult\project\jext-main\lib\org\jext\Utilities.java,org.jext.Utilities,class,180,0.2665327,143,515,261,331,3131,1065,358,306,123,24,0.12,0.47,0.41,1
org.jext.actions,F:\detectionresult\project\jext-main\lib\org\jext\actions\WordCount.java,org.jext.actions.WordCount,class,86,0,0,83,25,107,747,21,42,1,11,2,0,0.75,0.25,0
org.jext.console,F:\detectionresult\project\jext-main\lib\org\jext\console\HistoryModel.java,org.jext.console.HistoryModel,class,43,0.62707153,8,49,47,127,900,6,86,30,16,5,0,0.38,0.62,1
org.jext.console.commands,F:\detectionresult\project\jext-main\lib\org\jext\console\commands\RunCommand.java,org.jext.console.commands.RunCommand,class,44,0.307692314,0,27,50,11,364,1037,39,1,35,1,0.08,0.75,0.17,0
org.jext.dawn,F:\detectionresult\project\jext-main\lib\org\jext\dawn\Function.java,org.jext.dawn.Function,class,13,0.284078733,16,28,52,42,624,2054,74,12,12,14,0.2,0.07,0.73,1
org.jext.dawn.array,F:\detectionresult\project\jext-main\lib\org\jext\dawn\array\SetElementAtFunction.java,org.jext.dawn.array.SetElementAtFunction,class,22,0,0,0,0,7,245,9,18,0,0,0,0,1,0,0
org.jext.dawn.err,F:\detectionresult\project\jext-main\lib\org\jext\dawn\err\TryCatchFunction.java,org.jext.dawn.err.TryCatchFunction,class,15,0,2,5,1,3,89,4,8,3,3,0,0,1,0,0
org.jext.dawn.io,F:\detectionresult\project\jext-main\lib\org\jext\dawn\io\WriteLineFunction.java,org.jext.dawn.io.WriteLineFunction,class,41,0,10,17,7,9,433,15,38,10,10,0,0,1,0,0
org.jext.dawn.javaccess,F:\detectionresult\project\jext-main\lib\org\jext\dawn\javaccess\NullFunction.java,org.jext.dawn.javaccess.NullFunction,class,21,0,0,1,0,30,247,7,15,2,2,0,0,1,0,0
org.jext.dawn.loop,F:\detectionresult\project\jext-main\lib\org\jext\dawn\loop\WhileFunction.java,org.jext.dawn.loop.WhileFunction,class,12,0,0,6,0,13,113,3,6,0,0,0,0,1,0,0
org.jext.dawn.math,F:\detectionresult\project\jext-main\lib\org\jext\dawn\math\TimesFunction.java,org.jext.dawn.math.TimesFunction,class,42,0,0,8,4,13,356,21,42,0,0,0,0,1,0,0
org.jext.dawn.naming,F:\detectionresult\project\jext-main\lib\org\jext\dawn\naming\ToLiteralFunction.java,org.jext.dawn.naming.ToLiteralFunction,class,12,0,0,1,0,4,107,4,8,0,0,0,0,1,0,0
org.jext.dawn.stack,F:\detectionresult\project\jext-main\lib\org\jext\dawn\stack\UnrotFunction.java,org.jext.dawn.stack.UnrotFunction,class,34,0,0,1,8,26,343,18,36,0,0,0,0,1,0,0
org.jext.dawn.string,F:\detectionresult\project\jext-main\lib\org\jext\dawn\string\UpperCaseFunction.java,org.jext.dawn.string.UpperCaseFunction,class,42,0,0,0,2,19,441,20,40,0,0,0,0,1,0,0
org.jext.dawn.test,F:\detectionresult\project\jext-main\lib\org\jext\dawn\test\XorFunction.java,org.jext.dawn.test.XorFunction,class,42,0,0,2,2,39,358,20,40,0,0,0,0,1,0,0
org.jext.dawn.util,F:\detectionresult\project\jext-main\lib\org\jext\dawn\util\WaitFunction.java,org.jext.dawn.util.WaitFunction,class,37,0,0,6,0,3,295,15,30,2,2,0,0,1,0,0
org.jext.event,F:\detectionresult\project\jext-main\lib\org\jext\event\JextListener.java,org.jext.event.JextListener,interface,3,1,0,0,3,16,170,2,6,10,3,5,0.5,0.17,0.33,1
org.jext.gui,F:\detectionresult\project\jext-main\lib\org\jext\gui\VoidComponent.java,org.jext.gui.VoidComponent,class,78,0.2604708,22,87,93,145,1625,1077,225,44,45,11,0.1,0.21,0.69,0
org.jext.menus,F:\detectionresult\project\jext-main\lib\org\jext\menus\TemplatesMenu.java,org.jext.menus.TemplatesMenu,class,14,0.866666667,0,22,8,30,161,3,11,1,10,3,0,0.5,0.5,0
org.jext.misc,F:\detectionresult\project\jext-main\lib\org\jext\misc\ZipExplorer.java,org.jext.misc.ZipExplorer$ZipTableModel,innerclass,181,0.601066783,23,204,197,294,2746,1077,250,78,120,6,0.09,0.54,0.37,0
org.jext.oneclick,F:\detectionresult\project\jext-main\lib\org\jext\oneclick\OneAutoIndent.java,org.jext.oneclick.OneAutoIndent,class,4,0,0,2,0,0,14,1,2,0,2,1,0,0.67,0.33,0
org.jext.options,F:\detectionresult\project\jext-main\lib\org\jext\options\UIOptions.java,org.jext.options.UIOptions$SkinItem,innerclass,132,0.507182941,5,336,69,164,1428,86,188,43,90,1,0,0.83,0.17,0
org.jext.print,F:\detectionresult\project\jext-main\lib\org\jext\print\PrintText.java,org.jext.print.PrintText$Page,innerclass,11,0.725,0,15,18,75,348,11,24,3,3,1,0,0.75,0.25,0
org.jext.project,F:\detectionresult\project\jext-main\lib\org\jext\project\ProjectManager.java,org.jext.project.ProjectManager,interface,39,0.435185186,0,10,19,21,575,2059,70,18,25,1,0.55,0.75,0.3,0
org.jext.protocol.jextresource,F:\detectionresult\project\jext-main\lib\org\jext\protocol\jextresource\PluginResURLConnection.java,org.jext.protocol.jextresource.PluginResURLConnection,class,2,0.16666667,0,2,9,6,40,2,5,1,1,0,0,1,0,0
org.jext.scripting,F:\detectionresult\project\jext-main\lib\org\jext\scripting\Logger.java,org.jext.scripting.Logger,interface,8,0.04761905,1,1,4,2,95,1026,12,2,3,4,0.5,0.33,0.17,0
org.jext.scripting.dawn,F:\detectionresult\project\jext-main\lib\org\jext\scripting\dawn\Run.java,org.jext.scripting.dawn.Run$ThreadExecuter,innerclass,15,0.333333333,5,11,1,3,106,26,8,10,12,3,0,0.57,0.43,0
org.jext.scripting.dawn.functions,F:\detectionresult\project\jext-main\lib\org\jext\scripting\dawn\functions\YesNoFunction.java,org.jext.scripting.dawn.functions.YesNoFunction,class,56,0.0625,0,10,0,4,327,15,32,1,23,0,0,1,0,0
org.jext.scripting.python,F:\detectionresult\project\jext-main\lib\org\jext\scripting\python\Run.java,org.jext.scripting.python.Run,class,18,0.017857144,10,13,5,8,217,18,13,12,8,2,0,0.78,0.22,0
org.jext.search,F:\detectionresult\project\jext-main\lib\org\jext\search\SearchResult.java,org.jext.search.SearchResult,class,61,0.694049941,20,49,60,226,734,9,53,15,26,2,0.07,0.71,0.21,0
org.jext.textarea,F:\detectionresult\project\jext-main\lib\org\jext\textarea\ScrollUp.java,org.jext.textarea.ScrollUp,class,21,0.111111111,0,14,5,22,207,137,18,0,3,1,0,0.8,0.2,0
org.jext.toolbar,F:\detectionresult\project\jext-main\lib\org\jext\toolbar\JextToolBar.java,org.jext.toolbar.JextToolBar,class,15,0.3936508,0,10,1,13,154,3,16,3,9,3,0,0.57,0.43,0
org.jext.xinsert,F:\detectionresult\project\jext-main\lib\org\jext\xinsert\XTreeObject.java,org.jext.xinsert.XTreeObject,class,21,0.667301594,0,14,17,43,283,4,35,8,17,2,0,0.78,0.22,0
org.jext.xml,F:\detectionresult\project\jext-main\lib\org\jext\xml\XPropertiesReader.java,org.jext.xml.XPropertiesReader,class,50,0.25912699,0.571428571,0.071428571,2.428571429,0.285714286,37.78571429,1,4.142857143,1.285714286,1.428571429,2,0,0.71,0.29,0
org.jhotdraw.applet,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\applet\DrawApplet.java,org.jhotdraw.applet.DrawApplet,class,35,0.024621213,0,11,21,20,249,1,17,0,0,3,0,0.57,0.43,0
org.jhotdraw.application,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\application\DrawApplication.java,org.jhotdraw.application.DrawApplication,class,49,0.007836991,0,12,48,29,459,1,47,4,4,12,0,0.29,0.71,1
org.jhotdraw.contrib,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\contrib\WindowMenu.java,org.jhotdraw.contrib.WindowMenu$ChildMenuItem,innerclass,337,0.139524664,7,79,233,374,4052,1106,440,75,125,10,0.1,0.52,0.38,0
org.jhotdraw.contrib.dnd,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\contrib\dnd\JHDDropTargetListener.java,org.jhotdraw.contrib.dnd.JHDDropTargetListener$AddUndoActivity,innerclass,63,0.312233448,4,35,47,17,786,1049,51,21,33,2,0.2,0.6,0.2,0
org.jhotdraw.contrib.html,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\contrib\html\URLContentProducer.java,org.jhotdraw.contrib.html.URLContentProducer,class,122,0.01146938,9,25,87,69,2804,2082,184,38,64,1,0.29,0.83,0.12,0
org.jhotdraw.contrib.zoom,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\contrib\zoom\ZoomUpdateStrategy.java,org.jhotdraw.contrib.zoom.ZoomUpdateStrategy,class,48,0.437420179,2,9,57,61,721,1035,110,5,16,2,0.08,0.67,0.26,0
org.jhotdraw.figures,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\figures\UngroupCommand.java,org.jhotdraw.figures.UngroupCommand$UndoActivity,innerclass,373,0.123440047,12,109,221,232,2804,2178,385,57,73,19,0.07,0.14,0.8,1
org.jhotdraw.framework,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\framework\ViewChangeListener.java,org.jhotdraw.framework.ViewChangeListener,interface,68,-0.00289855,3,3,19,28,1979,26,253,136,40,20,0.81,0.09,0.1,1
org.jhotdraw.samples.javadraw,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\javadraw\URLTool.java,org.jhotdraw.samples.javadraw.URLTool,class,120,0.369148354,0.1,0.7,2.7,2.9,53,0.9,5.5,1,1.2,3,0,0.75,0.25,0
org.jhotdraw.samples.mini,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\mini\ConnectingFiguresSample.java,org.jhotdraw.samples.mini.ConnectingFiguresSample,class,0,NaN,1,1,0,0,26,1,2,0,1,0,0,1,0,0
org.jhotdraw.samples.minimap,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\minimap\MiniMapDesktop.java,org.jhotdraw.samples.minimap.MiniMapDesktop,class,10,0,1,1,3,3,45,2,1,2,5,1,0,0.8,0.2,0
org.jhotdraw.samples.net,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\net\NodeFigure.java,org.jhotdraw.samples.net.NodeFigure,class,24,0.017857144,1,16,8,6,120,2,10,2,3,1,0,0.83,0.17,0
org.jhotdraw.samples.nothing,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\nothing\NothingApplet.java,org.jhotdraw.samples.nothing.NothingApplet,class,27,0,1,0,0,0,97,2,2,1,1,1,0,0.83,0.17,0
org.jhotdraw.samples.offsetConnectors,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\offsetConnectors\NodeFigure.java,org.jhotdraw.samples.offsetConnectors.NodeFigure,class,35,0.011904763,1,18,9,12,132,4,14,4,10,0,0,1,0,0
org.jhotdraw.samples.pert,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\pert\PertFigureCreationTool.java,org.jhotdraw.samples.pert.PertFigureCreationTool,class,49,0.055,1,13,16,36,235,5,32,9,9,1,0,0.86,0.14,0
org.jhotdraw.standard,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\standard\ToolButton.java,org.jhotdraw.standard.ToolButton,class,666,0.192786961,28,139,465,272,5789,13579,771,156,200,20,0.13,0.2,0.67,1
org.jhotdraw.util,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\util\VersionRequester.java,org.jhotdraw.util.VersionRequester,interface,135,0.285551658,48,119,267,191,2743,2105,373,141,65,21,0.23,0.09,0.68,1
org.jhotdraw.util.collections.jdk11,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\util\collections\jdk11\SetWrapper.java,org.jhotdraw.util.collections.jdk11.SetWrapper,class,7,0.55318681,0,0,52,2,120,5,67,5,5,1,0,0.5,0.5,0
org.jhotdraw.util.collections.jdk12,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\util\collections\jdk12\CollectionsFactoryJDK12.java,org.jhotdraw.util.collections.jdk12.CollectionsFactoryJDK12,class,1,0,0,0,7,0,17,1,8,0,0,1,0,0.5,0.5,0
(default package),F:\detectionresult\project\1208\javacc-master\test\newToken\OldToken.java,Token,class,459,0.016744307,203,116,428,1612,6006,140,771,61,64,4,0,0.43,0.57,0
org.javacc,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\JavaCCTestCase.java,org.javacc.JavaCCTestCase,class,2,0,0,0,2,0,58,1026,4,8,0,3,0.5,0.25,0.25,0
org.javacc.jjdoc,F:\detectionresult\project\1208\javacc-master\src\main\java\org\javacc\jjdoc\XTextGenerator.java,org.javacc.jjdoc.XTextGenerator,class,107,0.024786324,33,149,29,43,714,25,107,26,81,1,0.11,0.5,0.39,0
