package name,file,class,type,cbo,rfc,privateMethodsQty,protectedFieldsQty,returnQty,loopQty,uniqueWordsQty,modifiers,loc,wmc,lcom,fanin,fanout,is_LS
org.jext.print,F:\detectionresult\project\jext-main\lib\org\jext\print\PrintText.java,org.jext.print.PrintText$Page,innerclass,11,102,5,23,18,15,348,11,611,88,0.15,3,3,0
org.jext.project,F:\detectionresult\project\jext-main\lib\org\jext\project\ProjectManager.java,org.jext.project.ProjectManager,interface,39,94,2,12,19,10,575,2059,720,135,-0.271497585,18,25,0
org.jext.protocol.jextresource,F:\detectionresult\project\jext-main\lib\org\jext\protocol\jextresource\PluginResURLConnection.java,org.jext.protocol.jextresource.PluginResURLConnection,class,2,13,0,1,9,0,40,2,38,13,-0.125,1,1,1
org.jext.scripting,F:\detectionresult\project\jext-main\lib\org\jext\scripting\Logger.java,org.jext.scripting.Logger,interface,8,18,0,2,4,0,95,1026,80,21,-0.515151515,2,3,1
org.jext.scripting.dawn,F:\detectionresult\project\jext-main\lib\org\jext\scripting\dawn\Run.java,org.jext.scripting.dawn.Run$ThreadExecuter,innerclass,15,48,1,4,1,1,106,26,151,25,0.222222222,10,12,0
org.jext.scripting.dawn.functions,F:\detectionresult\project\jext-main\lib\org\jext\scripting\dawn\functions\YesNoFunction.java,org.jext.scripting.dawn.functions.YesNoFunction,class,56,78,0,1,0,0,327,15,248,37,-13.25,1,23,0
org.jext.scripting.python,F:\detectionresult\project\jext-main\lib\org\jext\scripting\python\Run.java,org.jext.scripting.python.Run,class,18,66,3,7,5,3,217,18,270,47,-0.222222222,12,8,0
org.jext.search,F:\detectionresult\project\jext-main\lib\org\jext\search\SearchResult.java,org.jext.search.SearchResult,class,61,273,21,38,60,40,734,9,1162,238,-0.30952381,15,26,0
org.jext.textarea,F:\detectionresult\project\jext-main\lib\org\jext\textarea\ScrollUp.java,org.jext.textarea.ScrollUp,class,21,96,0,2,5,3,207,137,240,46,-0.888888889,0,3,0
org.jext.toolbar,F:\detectionresult\project\jext-main\lib\org\jext\toolbar\JextToolBar.java,org.jext.toolbar.JextToolBar,class,15,62,2,7,1,3,154,3,185,33,0.291666667,3,9,0
org.jext.xinsert,F:\detectionresult\project\jext-main\lib\org\jext\xinsert\XTreeObject.java,org.jext.xinsert.XTreeObject,class,21,119,6,18,17,8,283,4,498,109,-0.121804511,8,17,0
org.jext.xml,F:\detectionresult\project\jext-main\lib\org\jext\xml\XPropertiesReader.java,org.jext.xml.XPropertiesReader,class,50,167,0.071428571,1.857142857,2.428571429,0.071428571,37.78571429,1,46.21428571,12.35714286,-0.261989796,1.285714286,1.428571429,1
org.jhotdraw.applet,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\applet\DrawApplet.java,org.jhotdraw.applet.DrawApplet,class,35,77,8,14,21,4,249,1,428,68,0.113636364,0,0,0
org.jhotdraw.application,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\application\DrawApplication.java,org.jhotdraw.application.DrawApplication,class,49,163,2,13,48,9,459,1,907,152,0.057142857,4,4,0
org.jhotdraw.contrib,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\contrib\WindowMenu.java,org.jhotdraw.contrib.WindowMenu$ChildMenuItem,innerclass,337,905,22,70,233,65,4052,1106,5245,882,-0.182203236,75,125,0
org.jhotdraw.contrib.dnd,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\contrib\dnd\JHDDropTargetListener.java,org.jhotdraw.contrib.dnd.JHDDropTargetListener$AddUndoActivity,innerclass,63,181,5,22,47,7,786,1049,907,186,0.055715045,21,33,0
org.jhotdraw.contrib.html,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\contrib\html\URLContentProducer.java,org.jhotdraw.contrib.html.URLContentProducer,class,122,274,0,28,87,10,2804,2082,2413,288,-0.517140398,38,64,0
org.jhotdraw.contrib.zoom,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\contrib\zoom\ZoomUpdateStrategy.java,org.jhotdraw.contrib.zoom.ZoomUpdateStrategy,class,48,168,11,15,57,4,721,1035,880,183,-0.081910569,5,16,0
org.jhotdraw.figures,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\figures\UngroupCommand.java,org.jhotdraw.figures.UngroupCommand$UndoActivity,innerclass,373,788,23,90,221,34,2804,2178,4076,757,0.193812004,57,73,0
org.jhotdraw.framework,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\framework\ViewChangeListener.java,org.jhotdraw.framework.ViewChangeListener,interface,68,16,4,9,19,1,1979,26,1349,268,-0.724358974,136,40,0
org.jhotdraw.samples.javadraw,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\javadraw\URLTool.java,org.jhotdraw.samples.javadraw.URLTool,class,120,131,0.7,2.3,2.7,0.5,53,0.9,65.3,11.2,0.195595238,1,1.2,0
org.jhotdraw.samples.mini,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\mini\ConnectingFiguresSample.java,org.jhotdraw.samples.mini.ConnectingFiguresSample,class,0,1,0,0,0,0,26,1,37,2,-1,0,1,1
org.jhotdraw.samples.minimap,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\minimap\MiniMapDesktop.java,org.jhotdraw.samples.minimap.MiniMapDesktop,class,10,9,0,1,3,0,45,2,34,4,0,2,5,1
org.jhotdraw.samples.net,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\net\NodeFigure.java,org.jhotdraw.samples.net.NodeFigure,class,24,41,6,3,8,2,120,2,133,23,-0.392857143,2,3,1
org.jhotdraw.samples.nothing,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\nothing\NothingApplet.java,org.jhotdraw.samples.nothing.NothingApplet,class,27,7,0,0,0,0,97,2,56,4,-2,1,1,1
org.jhotdraw.samples.offsetConnectors,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\offsetConnectors\NodeFigure.java,org.jhotdraw.samples.offsetConnectors.NodeFigure,class,35,55,8,5,9,2,132,4,160,30,0.163461538,4,10,0
org.jhotdraw.samples.pert,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\pert\PertFigureCreationTool.java,org.jhotdraw.samples.pert.PertFigureCreationTool,class,49,83,7,10,16,7,235,5,323,60,0.21875,9,9,0
org.jhotdraw.standard,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\standard\ToolButton.java,org.jhotdraw.standard.ToolButton,class,666,1374,40,176,465,92,5789,13579,8037,1503,-0.104565463,156,200,0
org.jhotdraw.util,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\util\VersionRequester.java,org.jhotdraw.util.VersionRequester,interface,135,552,31,54,267,30,2743,2105,3581,674,-0.14355573,141,65,0
org.jhotdraw.util.collections.jdk11,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\util\collections\jdk11\SetWrapper.java,org.jhotdraw.util.collections.jdk11.SetWrapper,class,7,46,0,4,52,1,120,5,237,68,0.008717949,5,5,0
org.jhotdraw.util.collections.jdk12,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\util\collections\jdk12\CollectionsFactoryJDK12.java,org.jhotdraw.util.collections.jdk12.CollectionsFactoryJDK12,class,1,0,0,0,7,0,17,1,29,8,-1,0,0,1
org.junit,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\TestCouldNotBeSkippedException.java,org.junit.TestCouldNotBeSkippedException,class,29,92,18,15,34,2,665,25,1034,163,-0.125,24,11,0
org.junit.experimental,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\ParallelComputer.java,org.junit.experimental.ParallelComputer,class,6,4,1,2,5,0,18,1,43,9,0,1,3,1
org.junit.experimental.categories,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\categories\IncludeCategories.java,org.junit.experimental.categories.IncludeCategories$IncludesAny,class,49,70,17,5,43,8,394,1105,503,110,-0.508035714,6,12,0
org.junit.experimental.max,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\max\MaxHistory.java,org.junit.experimental.max.MaxHistory$TestComparator,class,26,58,10,9,29,2,295,23,302,55,0.077731092,6,17,0
org.junit.experimental.results,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\results\ResultMatchers.java,org.junit.experimental.results.ResultMatchers,class,16,11,1,2,11,1,118,2,139,24,-0.571428571,4,8,1
org.junit.experimental.runners,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\runners\Enclosed.java,org.junit.experimental.runners.Enclosed,class,3,7,1,0,1,1,52,1,20,4,-1,1,2,1
org.junit.experimental.theories,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\Theories.java,org.junit.experimental.theories.Theories$TheoryAnchor,class,29,79,12,8,26,8,432,2070,436,113,0.320533769,16,19,0
org.junit.experimental.theories.internal,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\internal\SpecificDataPointsSupplier.java,org.junit.experimental.theories.internal.SpecificDataPointsSupplier,class,40,118,16,7,41,18,281,14,386,87,-0.147619048,10,24,0
org.junit.experimental.theories.suppliers,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\suppliers\TestedOnSupplier.java,org.junit.experimental.theories.suppliers.TestedOnSupplier,class,5,4,0,0,1,1,13,1,15,2,-1,0,2,1
org.junit.function,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\function\ThrowingRunnable.java,org.junit.function.ThrowingRunnable,interface,0,0,0,0,0,0,31,1,7,1,-1,2,0,1
org.junit.internal,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\Throwables.java,org.junit.internal.Throwables,class,28,101,21,15,42,9,616,1068,641,120,-0.200370946,25,12,0
org.junit.internal.builders,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\builders\SuiteMethodBuilder.java,org.junit.internal.builders.SuiteMethodBuilder,class,37,27,1,4,26,2,221,8,145,31,-0.625,8,11,1
org.junit.internal.management,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\management\ThreadMXBean.java,org.junit.internal.management.ThreadMXBean,interface,19,15,2,7,13,0,270,181,312,24,-0.416666667,19,16,0
org.junit.internal.matchers,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\matchers\TypeSafeMatcher.java,org.junit.internal.matchers.TypeSafeMatcher,class,23,27,3,4,11,2,156,1028,115,26,0.171428572,5,6,0
org.junit.internal.requests,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\requests\SortingRequest.java,org.junit.internal.requests.SortingRequest,class,27,15,0,10,10,0,108,1048,122,19,-0.2,3,12,1
org.junit.internal.runners,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\TestMethod.java,org.junit.internal.runners.TestMethod,class,89,183,24,22,65,19,564,36,804,175,-0.05109127,15,49,0
org.junit.internal.runners.model,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\model\ReflectiveCallable.java,org.junit.internal.runners.model.ReflectiveCallable,class,8,12,1,3,1,1,76,1027,69,14,-0.333333333,2,4,1
org.junit.internal.runners.rules,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\rules\ValidationError.java,org.junit.internal.runners.rules.ValidationError,class,54,39,8,7,9,2,306,219,316,57,-0.689393939,19,31,0
org.junit.internal.runners.statements,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\statements\RunBefores.java,org.junit.internal.runners.statements.RunBefores,class,24,51,8,19,21,4,324,17,404,56,0.15625,6,15,0
org.junit.matchers,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\matchers\JUnitMatchers.java,org.junit.matchers.JUnitMatchers,class,5,9,0,0,10,0,78,1,74,10,-1,0,1,1
org.junit.rules,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\rules\Verifier.java,org.junit.rules.Verifier,class,92,112,24,27,70,6,1677,3117,1195,186,-0.214512858,23,54,0
org.junit.runner,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runner\Runner.java,org.junit.runner.Runner,class,77,125,13,30,88,6,1034,2111,1003,144,-0.453244446,109,50,0
org.junit.runner.manipulation,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runner\manipulation\Sorter.java,org.junit.runner.manipulation.Sorter,class,33,21,2,7,17,0,530,2100,394,66,0.002136752,39,24,0
org.junit.runner.notification,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runner\notification\SynchronizedRunListener.java,org.junit.runner.notification.SynchronizedRunListener,class,25,33,1,9,13,1,541,1046,438,73,-0.136904762,38,20,0
org.junit.runners,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runners\Suite.java,org.junit.runners.Suite,class,123,226,32,20,69,21,1173,1094,1231,208,-0.063107543,14,60,0
org.junit.runners.model,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runners\model\TestTimedOutException.java,org.junit.runners.model.TestTimedOutException,class,42,165,14,18,80,22,876,3105,824,171,-0.345684524,110,20,0
org.junit.runners.parameterized,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runners\parameterized\TestWithParameters.java,org.junit.runners.parameterized.TestWithParameters,class,35,60,7,5,24,4,236,8,232,49,-0.622807018,9,15,0
org.junit.validator,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\validator\TestClassValidator.java,org.junit.validator.TestClassValidator,class,32,27,1,5,16,3,274,2109,213,36,-0.333333333,9,22,0
org.quickserver.net.client,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\client\HttpHost.java,org.quickserver.net.client.HttpHost,class,17,162,7,59,77,5,415,8,1022,235,0.083694728,43,8,0
org.quickserver.net.client.loaddistribution,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\client\loaddistribution\LoadPattern.java,org.quickserver.net.client.loaddistribution.LoadPattern,interface,28,55,0,13,19,0,148,6,213,48,0,2,17,0
org.quickserver.net.client.monitoring.impl,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\client\monitoring\impl\UDPMonitor.java,org.quickserver.net.client.monitoring.impl.UDPMonitor,class,27,146,0,20,31,5,271,7,588,101,-0.233908948,7,19,0
org.quickserver.net.client.pool,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\client\pool\PooledBlockingClient.java,org.quickserver.net.client.pool.PooledBlockingClient,class,23,129,8,24,50,13,252,3,866,177,-0.25170068,3,16,0
org.quickserver.net.qsadmin,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\qsadmin\Data.java,org.quickserver.net.qsadmin.Data,class,30,150,1,7,58,5,430,4,941,183,-0.375,5,13,0
org.quickserver.net.qsadmin.gui,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\qsadmin\gui\SplashScreen.java,org.quickserver.net.qsadmin.gui.SplashScreen,class,59,330,10,126,72,9,1054,17,1936,328,-0.111346386,43,54,0
org.quickserver.net.server,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\server\GhostSocketReaper.java,org.quickserver.net.server.GhostSocketReaper,class,37,61,9,11,17,5,1373,17,922,153,-0.692810458,57,22,0
org.quickserver.net.server.gui,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\server\gui\About.java,org.quickserver.net.server.gui.About,class,4,28,0,15,0,0,74,1,140,4,0.5,2,3,1
org.quickserver.net.server.impl,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\server\impl\SyncClientIdentifier.java,org.quickserver.net.server.impl.SyncClientIdentifier,class,90,470,22,36,161,31,1107,2065,3113,616,0.2622492,5,8,0
org.quickserver.security,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\security\SecureStoreManager.java,org.quickserver.security.SecureStoreManager,class,9,50,0,2,15,4,212,2,267,65,-0.25,0,0,1
org.quickserver.sql,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\sql\DBPoolUtil.java,org.quickserver.sql.DBPoolUtil,interface,0,0,0,0,0,0,67,1,23,4,-1,0,0,1
org.quickserver.swing,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\swing\SensitiveInput.java,org.quickserver.swing.SensitiveInput,class,4,63,5,8,3,0,115,2,199,26,-0.291666667,7,3,1
org.quickserver.util,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\TextFile.java,org.quickserver.util.TextFile,class,9,121,0,16,50,19,356,23,724,122,0.002354788,28,6,0
org.quickserver.util.io,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\io\PasswordField.java,org.quickserver.util.io.PasswordField,class,14,113,6,18,47,18,323,5,724,137,-0.203703704,6,5,0
org.quickserver.util.logging,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\logging\SimpleTextFormatter.java,org.quickserver.util.logging.SimpleTextFormatter,class,12,120,2,20,15,1,252,19,399,66,0.083333333,5,9,0
org.quickserver.util.pool,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\pool\QSObjectPoolMaker.java,org.quickserver.util.pool.QSObjectPoolMaker,interface,22,59,1,10,28,2,292,17,364,72,-0.425925926,9,4,0
org.quickserver.util.pool.thread,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\pool\thread\ThreadObjectFactory.java,org.quickserver.util.pool.thread.ThreadObjectFactory,class,14,51,2,14,23,1,235,11,353,58,0.178571429,7,9,0
org.quickserver.util.pool.thread.app,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\pool\thread\app\QSUncaughtExceptionHandler.java,org.quickserver.util.pool.thread.app.QSUncaughtExceptionHandler,class,4,12,0,10,6,0,71,3,87,16,0,2,2,1
org.quickserver.util.xmlreader,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\xmlreader\TrustStoreInfo.java,org.quickserver.util.xmlreader.TrustStoreInfo,class,105,351,1,109,152,6,1890,28,2817,468,-0.086311788,56,58,0
(default package),F:\detectionresult\project\1208\javacc-master\test\newToken\OldToken.java,Token,class,459,592,49,79,428,143,6006,140,9314,1627,-0.176604825,61,64,0
org.javacc,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\JavaCCTestCase.java,org.javacc.JavaCCTestCase,class,2,5,1,0,2,0,58,1026,66,5,-0.5,8,0,1
org.javacc.jjdoc,F:\detectionresult\project\1208\javacc-master\src\main\java\org\javacc\jjdoc\XTextGenerator.java,org.javacc.jjdoc.XTextGenerator,class,107,154,19,7,29,15,714,25,1344,274,-2.113340766,26,81,0
org.javacc.jjdoc.test,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\jjdoc\test\JJDocMainTest.java,org.javacc.jjdoc.test.JJDocMainTest,class,2,6,0,0,0,0,29,1,44,6,-1,0,1,1
org.javacc.jjtree,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\jjtree\JJTreeOptionsTest.java,org.javacc.jjtree.JJTreeOptionsTest,class,276,440,37,18,226,53,1910,164,3173,604,-0.135871651,148,172,0
org.javacc.parser,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\parser\OptionsTest.java,org.javacc.parser.OptionsTest,class,496,1477,76,128,549,518,6551,3339,14515,3021,-0.105299143,416,339,0
org.javacc.utils,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\utils\OutputFileGeneratorTest.java,org.javacc.utils.OutputFileGeneratorTest,class,9,50,9,3,24,5,159,3,246,61,-0.333333333,10,6,0
org.webmacro.parser,F:\detectionresult\project\1208\javacc-master\grammars\BackupCharStream.java,org.webmacro.parser.BackupCharStream$Buffer,innerclass,7,15,3,9,11,0,100,43,269,51,0.185185185,1,1,0
pl.allegro.tech.build.axion.release.domain,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\VersionSorter.java,pl.allegro.tech.build.axion.release.domain.VersionSorter,class,57,92,6,28,32,2,347,69,419,69,0.019047619,21,41,0
pl.allegro.tech.build.axion.release.domain.hooks,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\hooks\SimpleReleaseHookAction.java,pl.allegro.tech.build.axion.release.domain.hooks.SimpleReleaseHookAction,class,56,49,2,13,12,0,185,135,211,45,-0.55952381,16,26,0
pl.allegro.tech.build.axion.release.domain.logging,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\logging\ReleaseLoggerFactory.java,pl.allegro.tech.build.axion.release.domain.logging.ReleaseLoggerFactory,interface,11,14,0,2,15,0,61,13,428,142,-0.4,10,5,1
pl.allegro.tech.build.axion.release.domain.properties,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\properties\VersionProperties.java,pl.allegro.tech.build.axion.release.domain.properties.VersionProperties,class,11,3,0,31,33,0,97,7,192,41,0,19,6,0
pl.allegro.tech.build.axion.release.domain.scm,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\scm\TagsOnCommit.java,pl.allegro.tech.build.axion.release.domain.scm.TagsOnCommit,class,22,33,1,32,45,1,228,11,299,77,-0.15044955,30,15,0
pl.allegro.tech.build.axion.release.infrastructure.config,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\infrastructure\config\MonorepoPropertiesFactory.java,pl.allegro.tech.build.axion.release.infrastructure.config.MonorepoPropertiesFactory,class,3,0,0,0,1,0,8,1,5,1,-1,0,0,1
pl.allegro.tech.build.axion.release.infrastructure.git,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\infrastructure\git\TransportConfigFactory.java,pl.allegro.tech.build.axion.release.infrastructure.git.TransportConfigFactory,class,66,169,23,11,50,4,393,27,556,94,0.035416667,3,7,0
pl.allegro.tech.build.axion.release.infrastructure.output,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\infrastructure\output\GradleReleaseLoggerFactory.java,pl.allegro.tech.build.axion.release.infrastructure.output.GradleReleaseLoggerFactory,class,8,18,0,1,16,0,41,11,458,150,0,1,1,1
pl.allegro.tech.build.axion.release.util,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\util\FileLoader.java,pl.allegro.tech.build.axion.release.util.FileLoader,class,2,8,1,1,7,1,37,26,50,11,-0.333333333,3,2,1
com.acme.servlet,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\com\acme\servlet\SimpleServlet.java,com.acme.servlet.SimpleServlet,class,3,4,0,0,0,0,20,1,14,2,-1,0,0,1
net.sourceforge.cobertura,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\Cobertura.java,net.sourceforge.cobertura.Cobertura,class,0,0,0,0,0,0,40,1,7,0,-1,1,0,1
net.sourceforge.cobertura.ant,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\ant\Util.java,net.sourceforge.cobertura.ant.Util,class,87,310,30,31,38,27,1099,2087,1269,229,-0.050134172,37,32,0
net.sourceforge.cobertura.bugs,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\bugs\NewFeatureTwitter.java,net.sourceforge.cobertura.bugs.NewFeatureTwitter,class,14,27,0,0,0,1,187,5,89,8,-0.6,0,3,1
net.sourceforge.cobertura.check,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\check\PackageCoverage.java,net.sourceforge.cobertura.check.PackageCoverage,class,9,54,4,7,14,4,138,3,234,54,0.266666667,3,7,0
net.sourceforge.cobertura.coveragedata,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\coveragedata\SwitchDataTest.java,net.sourceforge.cobertura.coveragedata.SwitchDataTest,class,97,443,16,64,150,68,1349,2080,2651,446,-0.015072328,81,58,0
net.sourceforge.cobertura.instrument,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\instrument\CoberturaInstrumenterTest.java,net.sourceforge.cobertura.instrument.CoberturaInstrumenterTest,class,89,232,16,42,47,12,1332,1055,1247,181,-0.083333333,19,28,0
net.sourceforge.cobertura.instrument.pass1,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\instrument\pass1\DetectIgnoredCodeMethodVisitor.java,net.sourceforge.cobertura.instrument.pass1.DetectIgnoredCodeMethodVisitor,class,30,96,6,18,22,6,654,15,459,104,0.102941176,9,7,0
net.sourceforge.cobertura.instrument.pass2,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\instrument\pass2\BuildClassMapTouchPointListener.java,net.sourceforge.cobertura.instrument.pass2.BuildClassMapTouchPointListener,class,13,19,0,5,5,0,169,2,111,20,0.222222222,2,5,1
net.sourceforge.cobertura.instrument.pass3,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\instrument\pass3\TestUnitCodeProvider.java,net.sourceforge.cobertura.instrument.pass3.TestUnitCodeProvider,class,57,123,1,10,2,6,1030,1033,643,76,-0.0125,10,15,0
net.sourceforge.cobertura.instrument.tp,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\instrument\tp\TouchPointDescriptor.java,net.sourceforge.cobertura.instrument.tp.TouchPointDescriptor,class,13,54,2,24,34,13,509,1029,457,95,0.213333333,9,6,0
net.sourceforge.cobertura.javancss,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\javancss\PackageMetric.java,net.sourceforge.cobertura.javancss.PackageMetric,class,15,45,7,17,30,3,282,1029,458,65,0.633333333,4,4,0
net.sourceforge.cobertura.javancss.ccl,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\javancss\ccl\Util.java,net.sourceforge.cobertura.javancss.ccl.Util,class,3,39,6,1,18,2,314,4,244,45,-0.592105263,5,3,1
net.sourceforge.cobertura.jdk,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\jdk\JDKTest.java,net.sourceforge.cobertura.jdk.JDKTest,class,14,56,0,0,0,0,159,2,144,14,0,1,5,1
net.sourceforge.cobertura.merge,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\merge\MergeTest.java,net.sourceforge.cobertura.merge.MergeTest,class,18,67,1,17,1,4,138,3,317,24,-0.333333333,2,9,1
net.sourceforge.cobertura.reporting,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\reporting\JUnitXMLParserErrorHandler.java,net.sourceforge.cobertura.reporting.JUnitXMLParserErrorHandler,class,47,97,10,15,17,4,544,17,510,74,-0.258653846,16,27,0
net.sourceforge.cobertura.reporting.html,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\reporting\html\JavaToHtmlTest.java,net.sourceforge.cobertura.reporting.html.JavaToHtmlTest,class,22,111,23,11,28,17,405,1037,705,103,-0.4,6,9,0
